date	voivodeship	region	infected_total
20.10.2020	Mazowieckie	Powiat ciechanowski	170
21.10.2020	Mazowieckie	Powiat ciechanowski	183
22.10.2020	Mazowieckie	Powiat ciechanowski	206
23.10.2020	Mazowieckie	Powiat ciechanowski	247
24.10.2020	Mazowieckie	Powiat ciechanowski	283
25.10.2020	Mazowieckie	Powiat ciechanowski	302
26.10.2020	Mazowieckie	Powiat ciechanowski	340
27.10.2020	Mazowieckie	Powiat ciechanowski	396
28.10.2020	Mazowieckie	Powiat ciechanowski	479
29.10.2020	Mazowieckie	Powiat ciechanowski	504
30.10.2020	Mazowieckie	Powiat ciechanowski	547
31.10.2020	Mazowieckie	Powiat ciechanowski	600
01.11.2020	Mazowieckie	Powiat ciechanowski	650
02.11.2020	Mazowieckie	Powiat ciechanowski	694
03.11.2020	Mazowieckie	Powiat ciechanowski	739
04.11.2020	Mazowieckie	Powiat ciechanowski	793
05.11.2020	Mazowieckie	Powiat ciechanowski	838
06.11.2020	Mazowieckie	Powiat ciechanowski	913
07.11.2020	Mazowieckie	Powiat ciechanowski	984
08.11.2020	Mazowieckie	Powiat ciechanowski	1039
09.11.2020	Mazowieckie	Powiat ciechanowski	1101
10.11.2020	Mazowieckie	Powiat ciechanowski	1157
11.11.2020	Mazowieckie	Powiat ciechanowski	1195
12.11.2020	Mazowieckie	Powiat ciechanowski	1240
13.11.2020	Mazowieckie	Powiat ciechanowski	1281
14.11.2020	Mazowieckie	Powiat ciechanowski	1331
15.11.2020	Mazowieckie	Powiat ciechanowski	1386
16.11.2020	Mazowieckie	Powiat ciechanowski	1414
17.11.2020	Mazowieckie	Powiat ciechanowski	1444
18.11.2020	Mazowieckie	Powiat ciechanowski	1473
19.11.2020	Mazowieckie	Powiat ciechanowski	1511
20.11.2020	Mazowieckie	Powiat ciechanowski	1532
21.11.2020	Mazowieckie	Powiat ciechanowski	1567
22.11.2020	Mazowieckie	Powiat ciechanowski	1587
23.11.2020	Mazowieckie	Powiat ciechanowski	1607
04.03.2020	Mazowieckie	Powiat garwoliński	0
05.03.2020	Mazowieckie	Powiat garwoliński	0
06.03.2020	Mazowieckie	Powiat garwoliński	0
07.03.2020	Mazowieckie	Powiat garwoliński	0
08.03.2020	Mazowieckie	Powiat garwoliński	0
09.03.2020	Mazowieckie	Powiat garwoliński	0
10.03.2020	Mazowieckie	Powiat garwoliński	0
11.03.2020	Mazowieckie	Powiat garwoliński	0
12.03.2020	Mazowieckie	Powiat garwoliński	0
13.03.2020	Mazowieckie	Powiat garwoliński	0
14.03.2020	Mazowieckie	Powiat garwoliński	0
15.03.2020	Mazowieckie	Powiat garwoliński	0
16.03.2020	Mazowieckie	Powiat garwoliński	0
17.03.2020	Mazowieckie	Powiat garwoliński	0
18.03.2020	Mazowieckie	Powiat garwoliński	0
19.03.2020	Mazowieckie	Powiat garwoliński	0
20.03.2020	Mazowieckie	Powiat garwoliński	0
21.03.2020	Mazowieckie	Powiat garwoliński	0
22.03.2020	Mazowieckie	Powiat garwoliński	0
23.03.2020	Mazowieckie	Powiat garwoliński	0
24.03.2020	Mazowieckie	Powiat garwoliński	0
25.03.2020	Mazowieckie	Powiat garwoliński	0
26.03.2020	Mazowieckie	Powiat garwoliński	0
27.03.2020	Mazowieckie	Powiat garwoliński	0
28.03.2020	Mazowieckie	Powiat garwoliński	0
29.03.2020	Mazowieckie	Powiat garwoliński	0
30.03.2020	Mazowieckie	Powiat garwoliński	0
31.03.2020	Mazowieckie	Powiat garwoliński	3
01.04.2020	Mazowieckie	Powiat garwoliński	3
02.04.2020	Mazowieckie	Powiat garwoliński	5
03.04.2020	Mazowieckie	Powiat garwoliński	6
04.04.2020	Mazowieckie	Powiat garwoliński	6
05.04.2020	Mazowieckie	Powiat garwoliński	6
06.04.2020	Mazowieckie	Powiat garwoliński	6
07.04.2020	Mazowieckie	Powiat garwoliński	6
08.04.2020	Mazowieckie	Powiat garwoliński	6
09.04.2020	Mazowieckie	Powiat garwoliński	6
10.04.2020	Mazowieckie	Powiat garwoliński	6
11.04.2020	Mazowieckie	Powiat garwoliński	6
12.04.2020	Mazowieckie	Powiat garwoliński	6
13.04.2020	Mazowieckie	Powiat garwoliński	6
14.04.2020	Mazowieckie	Powiat garwoliński	6
15.04.2020	Mazowieckie	Powiat garwoliński	6
16.04.2020	Mazowieckie	Powiat garwoliński	7
17.04.2020	Mazowieckie	Powiat garwoliński	7
18.04.2020	Mazowieckie	Powiat garwoliński	7
19.04.2020	Mazowieckie	Powiat garwoliński	7
20.04.2020	Mazowieckie	Powiat garwoliński	7
21.04.2020	Mazowieckie	Powiat garwoliński	7
22.04.2020	Mazowieckie	Powiat garwoliński	7
23.04.2020	Mazowieckie	Powiat garwoliński	7
24.04.2020	Mazowieckie	Powiat garwoliński	9
25.04.2020	Mazowieckie	Powiat garwoliński	9
26.04.2020	Mazowieckie	Powiat garwoliński	10
27.04.2020	Mazowieckie	Powiat garwoliński	10
28.04.2020	Mazowieckie	Powiat garwoliński	10
29.04.2020	Mazowieckie	Powiat garwoliński	11
30.04.2020	Mazowieckie	Powiat garwoliński	12
01.05.2020	Mazowieckie	Powiat garwoliński	12
02.05.2020	Mazowieckie	Powiat garwoliński	12
03.05.2020	Mazowieckie	Powiat garwoliński	15
04.05.2020	Mazowieckie	Powiat garwoliński	15
05.05.2020	Mazowieckie	Powiat garwoliński	15
06.05.2020	Mazowieckie	Powiat garwoliński	16
07.05.2020	Mazowieckie	Powiat garwoliński	16
08.05.2020	Mazowieckie	Powiat garwoliński	16
09.05.2020	Mazowieckie	Powiat garwoliński	19
10.05.2020	Mazowieckie	Powiat garwoliński	19
11.05.2020	Mazowieckie	Powiat garwoliński	19
12.05.2020	Mazowieckie	Powiat garwoliński	20
13.05.2020	Mazowieckie	Powiat garwoliński	20
14.05.2020	Mazowieckie	Powiat garwoliński	20
15.05.2020	Mazowieckie	Powiat garwoliński	20
16.05.2020	Mazowieckie	Powiat garwoliński	20
17.05.2020	Mazowieckie	Powiat garwoliński	20
18.05.2020	Mazowieckie	Powiat garwoliński	20
19.05.2020	Mazowieckie	Powiat garwoliński	22
20.05.2020	Mazowieckie	Powiat garwoliński	22
21.05.2020	Mazowieckie	Powiat garwoliński	22
22.05.2020	Mazowieckie	Powiat garwoliński	22
23.05.2020	Mazowieckie	Powiat garwoliński	24
24.05.2020	Mazowieckie	Powiat garwoliński	24
25.05.2020	Mazowieckie	Powiat garwoliński	25
26.05.2020	Mazowieckie	Powiat garwoliński	25
27.05.2020	Mazowieckie	Powiat garwoliński	25
28.05.2020	Mazowieckie	Powiat garwoliński	25
29.05.2020	Mazowieckie	Powiat garwoliński	27
30.05.2020	Mazowieckie	Powiat garwoliński	27
31.05.2020	Mazowieckie	Powiat garwoliński	27
01.06.2020	Mazowieckie	Powiat garwoliński	29
02.06.2020	Mazowieckie	Powiat garwoliński	29
03.06.2020	Mazowieckie	Powiat garwoliński	29
04.06.2020	Mazowieckie	Powiat garwoliński	30
05.06.2020	Mazowieckie	Powiat garwoliński	30
06.06.2020	Mazowieckie	Powiat garwoliński	30
07.06.2020	Mazowieckie	Powiat garwoliński	30
08.06.2020	Mazowieckie	Powiat garwoliński	30
09.06.2020	Mazowieckie	Powiat garwoliński	30
10.06.2020	Mazowieckie	Powiat garwoliński	30
11.06.2020	Mazowieckie	Powiat garwoliński	30
12.06.2020	Mazowieckie	Powiat garwoliński	30
13.06.2020	Mazowieckie	Powiat garwoliński	30
14.06.2020	Mazowieckie	Powiat garwoliński	31
15.06.2020	Mazowieckie	Powiat garwoliński	32
16.06.2020	Mazowieckie	Powiat garwoliński	36
17.06.2020	Mazowieckie	Powiat garwoliński	36
18.06.2020	Mazowieckie	Powiat garwoliński	36
19.06.2020	Mazowieckie	Powiat garwoliński	36
20.06.2020	Mazowieckie	Powiat garwoliński	37
21.06.2020	Mazowieckie	Powiat garwoliński	37
22.06.2020	Mazowieckie	Powiat garwoliński	37
23.06.2020	Mazowieckie	Powiat garwoliński	37
24.06.2020	Mazowieckie	Powiat garwoliński	42
25.06.2020	Mazowieckie	Powiat garwoliński	47
26.06.2020	Mazowieckie	Powiat garwoliński	47
27.06.2020	Mazowieckie	Powiat garwoliński	48
28.06.2020	Mazowieckie	Powiat garwoliński	50
29.06.2020	Mazowieckie	Powiat garwoliński	51
30.06.2020	Mazowieckie	Powiat garwoliński	51
01.07.2020	Mazowieckie	Powiat garwoliński	52
02.07.2020	Mazowieckie	Powiat garwoliński	52
03.07.2020	Mazowieckie	Powiat garwoliński	52
04.07.2020	Mazowieckie	Powiat garwoliński	52
05.07.2020	Mazowieckie	Powiat garwoliński	52
06.07.2020	Mazowieckie	Powiat garwoliński	52
07.07.2020	Mazowieckie	Powiat garwoliński	52
08.07.2020	Mazowieckie	Powiat garwoliński	53
09.07.2020	Mazowieckie	Powiat garwoliński	53
10.07.2020	Mazowieckie	Powiat garwoliński	53
11.07.2020	Mazowieckie	Powiat garwoliński	53
12.07.2020	Mazowieckie	Powiat garwoliński	53
13.07.2020	Mazowieckie	Powiat garwoliński	53
14.07.2020	Mazowieckie	Powiat garwoliński	53
15.07.2020	Mazowieckie	Powiat garwoliński	53
16.07.2020	Mazowieckie	Powiat garwoliński	58
17.07.2020	Mazowieckie	Powiat garwoliński	61
18.07.2020	Mazowieckie	Powiat garwoliński	61
19.07.2020	Mazowieckie	Powiat garwoliński	61
20.07.2020	Mazowieckie	Powiat garwoliński	61
21.07.2020	Mazowieckie	Powiat garwoliński	62
22.07.2020	Mazowieckie	Powiat garwoliński	62
23.07.2020	Mazowieckie	Powiat garwoliński	67
24.07.2020	Mazowieckie	Powiat garwoliński	67
25.07.2020	Mazowieckie	Powiat garwoliński	67
26.07.2020	Mazowieckie	Powiat garwoliński	67
27.07.2020	Mazowieckie	Powiat garwoliński	69
28.07.2020	Mazowieckie	Powiat garwoliński	71
29.07.2020	Mazowieckie	Powiat garwoliński	71
30.07.2020	Mazowieckie	Powiat garwoliński	71
31.07.2020	Mazowieckie	Powiat garwoliński	71
01.08.2020	Mazowieckie	Powiat garwoliński	71
02.08.2020	Mazowieckie	Powiat garwoliński	71
03.08.2020	Mazowieckie	Powiat garwoliński	75
04.08.2020	Mazowieckie	Powiat garwoliński	75
05.08.2020	Mazowieckie	Powiat garwoliński	75
06.08.2020	Mazowieckie	Powiat garwoliński	76
07.08.2020	Mazowieckie	Powiat garwoliński	77
08.08.2020	Mazowieckie	Powiat garwoliński	77
09.08.2020	Mazowieckie	Powiat garwoliński	79
10.08.2020	Mazowieckie	Powiat garwoliński	80
11.08.2020	Mazowieckie	Powiat garwoliński	82
12.08.2020	Mazowieckie	Powiat garwoliński	82
13.08.2020	Mazowieckie	Powiat garwoliński	83
14.08.2020	Mazowieckie	Powiat garwoliński	85
15.08.2020	Mazowieckie	Powiat garwoliński	89
16.08.2020	Mazowieckie	Powiat garwoliński	89
17.08.2020	Mazowieckie	Powiat garwoliński	91
18.08.2020	Mazowieckie	Powiat garwoliński	91
19.08.2020	Mazowieckie	Powiat garwoliński	93
20.08.2020	Mazowieckie	Powiat garwoliński	97
21.08.2020	Mazowieckie	Powiat garwoliński	97
22.08.2020	Mazowieckie	Powiat garwoliński	100
23.08.2020	Mazowieckie	Powiat garwoliński	100
24.08.2020	Mazowieckie	Powiat garwoliński	101
25.08.2020	Mazowieckie	Powiat garwoliński	103
26.08.2020	Mazowieckie	Powiat garwoliński	103
27.08.2020	Mazowieckie	Powiat garwoliński	104
28.08.2020	Mazowieckie	Powiat garwoliński	105
29.08.2020	Mazowieckie	Powiat garwoliński	109
30.08.2020	Mazowieckie	Powiat garwoliński	111
31.08.2020	Mazowieckie	Powiat garwoliński	115
01.09.2020	Mazowieckie	Powiat garwoliński	118
02.09.2020	Mazowieckie	Powiat garwoliński	119
03.09.2020	Mazowieckie	Powiat garwoliński	126
04.09.2020	Mazowieckie	Powiat garwoliński	131
05.09.2020	Mazowieckie	Powiat garwoliński	131
06.09.2020	Mazowieckie	Powiat garwoliński	134
07.09.2020	Mazowieckie	Powiat garwoliński	137
08.09.2020	Mazowieckie	Powiat garwoliński	140
09.09.2020	Mazowieckie	Powiat garwoliński	140
10.09.2020	Mazowieckie	Powiat garwoliński	140
11.09.2020	Mazowieckie	Powiat garwoliński	144
12.09.2020	Mazowieckie	Powiat garwoliński	145
13.09.2020	Mazowieckie	Powiat garwoliński	145
14.09.2020	Mazowieckie	Powiat garwoliński	147
15.09.2020	Mazowieckie	Powiat garwoliński	148
16.09.2020	Mazowieckie	Powiat garwoliński	150
17.09.2020	Mazowieckie	Powiat garwoliński	156
18.09.2020	Mazowieckie	Powiat garwoliński	163
19.09.2020	Mazowieckie	Powiat garwoliński	166
20.09.2020	Mazowieckie	Powiat garwoliński	173
21.09.2020	Mazowieckie	Powiat garwoliński	174
22.09.2020	Mazowieckie	Powiat garwoliński	176
23.09.2020	Mazowieckie	Powiat garwoliński	186
24.09.2020	Mazowieckie	Powiat garwoliński	192
25.09.2020	Mazowieckie	Powiat garwoliński	198
26.09.2020	Mazowieckie	Powiat garwoliński	202
27.09.2020	Mazowieckie	Powiat garwoliński	206
28.09.2020	Mazowieckie	Powiat garwoliński	210
29.09.2020	Mazowieckie	Powiat garwoliński	216
30.09.2020	Mazowieckie	Powiat garwoliński	216
01.10.2020	Mazowieckie	Powiat garwoliński	230
02.10.2020	Mazowieckie	Powiat garwoliński	237
03.10.2020	Mazowieckie	Powiat garwoliński	250
04.10.2020	Mazowieckie	Powiat garwoliński	256
05.10.2020	Mazowieckie	Powiat garwoliński	268
06.10.2020	Mazowieckie	Powiat garwoliński	283
07.10.2020	Mazowieckie	Powiat garwoliński	296
08.10.2020	Mazowieckie	Powiat garwoliński	308
09.10.2020	Mazowieckie	Powiat garwoliński	343
10.10.2020	Mazowieckie	Powiat garwoliński	382
11.10.2020	Mazowieckie	Powiat garwoliński	407
12.10.2020	Mazowieckie	Powiat garwoliński	428
13.10.2020	Mazowieckie	Powiat garwoliński	457
14.10.2020	Mazowieckie	Powiat garwoliński	490
15.10.2020	Mazowieckie	Powiat garwoliński	531
16.10.2020	Mazowieckie	Powiat garwoliński	591
17.10.2020	Mazowieckie	Powiat garwoliński	671
18.10.2020	Mazowieckie	Powiat garwoliński	715
19.10.2020	Mazowieckie	Powiat garwoliński	748
20.10.2020	Mazowieckie	Powiat garwoliński	774
21.10.2020	Mazowieckie	Powiat garwoliński	829
22.10.2020	Mazowieckie	Powiat garwoliński	913
23.10.2020	Mazowieckie	Powiat garwoliński	1020
24.10.2020	Mazowieckie	Powiat garwoliński	1082
25.10.2020	Mazowieckie	Powiat garwoliński	1120
26.10.2020	Mazowieckie	Powiat garwoliński	1204
27.10.2020	Mazowieckie	Powiat garwoliński	1292
28.10.2020	Mazowieckie	Powiat garwoliński	1392
29.10.2020	Mazowieckie	Powiat garwoliński	1520
30.10.2020	Mazowieckie	Powiat garwoliński	1622
31.10.2020	Mazowieckie	Powiat garwoliński	1751
01.11.2020	Mazowieckie	Powiat garwoliński	1789
02.11.2020	Mazowieckie	Powiat garwoliński	1861
03.11.2020	Mazowieckie	Powiat garwoliński	1991
04.11.2020	Mazowieckie	Powiat garwoliński	2093
05.11.2020	Mazowieckie	Powiat garwoliński	2198
06.11.2020	Mazowieckie	Powiat garwoliński	2288
07.11.2020	Mazowieckie	Powiat garwoliński	2343
08.11.2020	Mazowieckie	Powiat garwoliński	2369
09.11.2020	Mazowieckie	Powiat garwoliński	2425
10.11.2020	Mazowieckie	Powiat garwoliński	2506
11.11.2020	Mazowieckie	Powiat garwoliński	2535
12.11.2020	Mazowieckie	Powiat garwoliński	2564
13.11.2020	Mazowieckie	Powiat garwoliński	2611
14.11.2020	Mazowieckie	Powiat garwoliński	2675
15.11.2020	Mazowieckie	Powiat garwoliński	2687
16.11.2020	Mazowieckie	Powiat garwoliński	2698
17.11.2020	Mazowieckie	Powiat garwoliński	2728
18.11.2020	Mazowieckie	Powiat garwoliński	2763
19.11.2020	Mazowieckie	Powiat garwoliński	2794
20.11.2020	Mazowieckie	Powiat garwoliński	2828
21.11.2020	Mazowieckie	Powiat garwoliński	2846
22.11.2020	Mazowieckie	Powiat garwoliński	2858
23.11.2020	Mazowieckie	Powiat garwoliński	2873
04.03.2020	Mazowieckie	Powiat gostyniński	0
05.03.2020	Mazowieckie	Powiat gostyniński	0
06.03.2020	Mazowieckie	Powiat gostyniński	0
07.03.2020	Mazowieckie	Powiat gostyniński	0
08.03.2020	Mazowieckie	Powiat gostyniński	0
09.03.2020	Mazowieckie	Powiat gostyniński	0
10.03.2020	Mazowieckie	Powiat gostyniński	0
11.03.2020	Mazowieckie	Powiat gostyniński	0
12.03.2020	Mazowieckie	Powiat gostyniński	0
13.03.2020	Mazowieckie	Powiat gostyniński	0
14.03.2020	Mazowieckie	Powiat gostyniński	0
15.03.2020	Mazowieckie	Powiat gostyniński	0
16.03.2020	Mazowieckie	Powiat gostyniński	0
17.03.2020	Mazowieckie	Powiat gostyniński	0
18.03.2020	Mazowieckie	Powiat gostyniński	0
19.03.2020	Mazowieckie	Powiat gostyniński	0
20.03.2020	Mazowieckie	Powiat gostyniński	0
21.03.2020	Mazowieckie	Powiat gostyniński	0
22.03.2020	Mazowieckie	Powiat gostyniński	0
23.03.2020	Mazowieckie	Powiat gostyniński	0
24.03.2020	Mazowieckie	Powiat gostyniński	0
25.03.2020	Mazowieckie	Powiat gostyniński	0
26.03.2020	Mazowieckie	Powiat gostyniński	0
27.03.2020	Mazowieckie	Powiat gostyniński	0
28.03.2020	Mazowieckie	Powiat gostyniński	0
29.03.2020	Mazowieckie	Powiat gostyniński	0
30.03.2020	Mazowieckie	Powiat gostyniński	0
31.03.2020	Mazowieckie	Powiat gostyniński	1
01.04.2020	Mazowieckie	Powiat gostyniński	1
02.04.2020	Mazowieckie	Powiat gostyniński	1
03.04.2020	Mazowieckie	Powiat gostyniński	1
04.04.2020	Mazowieckie	Powiat gostyniński	1
05.04.2020	Mazowieckie	Powiat gostyniński	1
06.04.2020	Mazowieckie	Powiat gostyniński	1
07.04.2020	Mazowieckie	Powiat gostyniński	1
08.04.2020	Mazowieckie	Powiat gostyniński	1
09.04.2020	Mazowieckie	Powiat gostyniński	1
10.04.2020	Mazowieckie	Powiat gostyniński	1
11.04.2020	Mazowieckie	Powiat gostyniński	1
12.04.2020	Mazowieckie	Powiat gostyniński	1
13.04.2020	Mazowieckie	Powiat gostyniński	1
14.04.2020	Mazowieckie	Powiat gostyniński	1
15.04.2020	Mazowieckie	Powiat gostyniński	1
16.04.2020	Mazowieckie	Powiat gostyniński	1
17.04.2020	Mazowieckie	Powiat gostyniński	2
18.04.2020	Mazowieckie	Powiat gostyniński	2
19.04.2020	Mazowieckie	Powiat gostyniński	3
20.04.2020	Mazowieckie	Powiat gostyniński	3
21.04.2020	Mazowieckie	Powiat gostyniński	3
22.04.2020	Mazowieckie	Powiat gostyniński	3
23.04.2020	Mazowieckie	Powiat gostyniński	3
24.04.2020	Mazowieckie	Powiat gostyniński	3
25.04.2020	Mazowieckie	Powiat gostyniński	3
26.04.2020	Mazowieckie	Powiat gostyniński	3
27.04.2020	Mazowieckie	Powiat gostyniński	3
28.04.2020	Mazowieckie	Powiat gostyniński	3
29.04.2020	Mazowieckie	Powiat gostyniński	3
30.04.2020	Mazowieckie	Powiat gostyniński	3
01.05.2020	Mazowieckie	Powiat gostyniński	3
02.05.2020	Mazowieckie	Powiat gostyniński	3
03.05.2020	Mazowieckie	Powiat gostyniński	3
04.05.2020	Mazowieckie	Powiat gostyniński	3
05.05.2020	Mazowieckie	Powiat gostyniński	3
06.05.2020	Mazowieckie	Powiat gostyniński	3
07.05.2020	Mazowieckie	Powiat gostyniński	4
08.05.2020	Mazowieckie	Powiat gostyniński	4
09.05.2020	Mazowieckie	Powiat gostyniński	4
10.05.2020	Mazowieckie	Powiat gostyniński	4
11.05.2020	Mazowieckie	Powiat gostyniński	4
12.05.2020	Mazowieckie	Powiat gostyniński	4
13.05.2020	Mazowieckie	Powiat gostyniński	4
14.05.2020	Mazowieckie	Powiat gostyniński	5
15.05.2020	Mazowieckie	Powiat gostyniński	5
16.05.2020	Mazowieckie	Powiat gostyniński	5
17.05.2020	Mazowieckie	Powiat gostyniński	5
18.05.2020	Mazowieckie	Powiat gostyniński	5
19.05.2020	Mazowieckie	Powiat gostyniński	5
20.05.2020	Mazowieckie	Powiat gostyniński	5
21.05.2020	Mazowieckie	Powiat gostyniński	5
22.05.2020	Mazowieckie	Powiat gostyniński	5
23.05.2020	Mazowieckie	Powiat gostyniński	6
24.05.2020	Mazowieckie	Powiat gostyniński	6
25.05.2020	Mazowieckie	Powiat gostyniński	6
26.05.2020	Mazowieckie	Powiat gostyniński	6
27.05.2020	Mazowieckie	Powiat gostyniński	6
28.05.2020	Mazowieckie	Powiat gostyniński	6
29.05.2020	Mazowieckie	Powiat gostyniński	6
30.05.2020	Mazowieckie	Powiat gostyniński	6
31.05.2020	Mazowieckie	Powiat gostyniński	7
01.06.2020	Mazowieckie	Powiat gostyniński	7
02.06.2020	Mazowieckie	Powiat gostyniński	7
03.06.2020	Mazowieckie	Powiat gostyniński	7
04.06.2020	Mazowieckie	Powiat gostyniński	7
05.06.2020	Mazowieckie	Powiat gostyniński	7
06.06.2020	Mazowieckie	Powiat gostyniński	7
07.06.2020	Mazowieckie	Powiat gostyniński	7
08.06.2020	Mazowieckie	Powiat gostyniński	7
09.06.2020	Mazowieckie	Powiat gostyniński	7
10.06.2020	Mazowieckie	Powiat gostyniński	7
11.06.2020	Mazowieckie	Powiat gostyniński	7
12.06.2020	Mazowieckie	Powiat gostyniński	8
13.06.2020	Mazowieckie	Powiat gostyniński	8
14.06.2020	Mazowieckie	Powiat gostyniński	11
15.06.2020	Mazowieckie	Powiat gostyniński	11
16.06.2020	Mazowieckie	Powiat gostyniński	12
17.06.2020	Mazowieckie	Powiat gostyniński	12
18.06.2020	Mazowieckie	Powiat gostyniński	13
19.06.2020	Mazowieckie	Powiat gostyniński	13
20.06.2020	Mazowieckie	Powiat gostyniński	15
21.06.2020	Mazowieckie	Powiat gostyniński	18
22.06.2020	Mazowieckie	Powiat gostyniński	18
23.06.2020	Mazowieckie	Powiat gostyniński	18
24.06.2020	Mazowieckie	Powiat gostyniński	18
25.06.2020	Mazowieckie	Powiat gostyniński	18
26.06.2020	Mazowieckie	Powiat gostyniński	18
27.06.2020	Mazowieckie	Powiat gostyniński	19
28.06.2020	Mazowieckie	Powiat gostyniński	19
29.06.2020	Mazowieckie	Powiat gostyniński	19
30.06.2020	Mazowieckie	Powiat gostyniński	19
01.07.2020	Mazowieckie	Powiat gostyniński	19
02.07.2020	Mazowieckie	Powiat gostyniński	19
03.07.2020	Mazowieckie	Powiat gostyniński	19
04.07.2020	Mazowieckie	Powiat gostyniński	19
05.07.2020	Mazowieckie	Powiat gostyniński	19
06.07.2020	Mazowieckie	Powiat gostyniński	19
07.07.2020	Mazowieckie	Powiat gostyniński	20
08.07.2020	Mazowieckie	Powiat gostyniński	21
09.07.2020	Mazowieckie	Powiat gostyniński	32
10.07.2020	Mazowieckie	Powiat gostyniński	33
11.07.2020	Mazowieckie	Powiat gostyniński	43
12.07.2020	Mazowieckie	Powiat gostyniński	44
13.07.2020	Mazowieckie	Powiat gostyniński	45
14.07.2020	Mazowieckie	Powiat gostyniński	46
15.07.2020	Mazowieckie	Powiat gostyniński	53
16.07.2020	Mazowieckie	Powiat gostyniński	53
17.07.2020	Mazowieckie	Powiat gostyniński	64
18.07.2020	Mazowieckie	Powiat gostyniński	65
19.07.2020	Mazowieckie	Powiat gostyniński	84
20.07.2020	Mazowieckie	Powiat gostyniński	89
21.07.2020	Mazowieckie	Powiat gostyniński	89
22.07.2020	Mazowieckie	Powiat gostyniński	95
23.07.2020	Mazowieckie	Powiat gostyniński	103
24.07.2020	Mazowieckie	Powiat gostyniński	105
25.07.2020	Mazowieckie	Powiat gostyniński	107
26.07.2020	Mazowieckie	Powiat gostyniński	109
27.07.2020	Mazowieckie	Powiat gostyniński	109
28.07.2020	Mazowieckie	Powiat gostyniński	118
29.07.2020	Mazowieckie	Powiat gostyniński	118
30.07.2020	Mazowieckie	Powiat gostyniński	122
31.07.2020	Mazowieckie	Powiat gostyniński	124
01.08.2020	Mazowieckie	Powiat gostyniński	124
02.08.2020	Mazowieckie	Powiat gostyniński	125
03.08.2020	Mazowieckie	Powiat gostyniński	125
04.08.2020	Mazowieckie	Powiat gostyniński	125
