id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
2602024	1261011	24	Jędrzejów - miasto	Świętokrzyskie	Kraków	Małopolskie
2602024	1465011	45	Jędrzejów - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2602024	2602012	29	Jędrzejów - miasto	Świętokrzyskie	Imielno	Świętokrzyskie
2602024	2602025	185	Jędrzejów - miasto	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602024	2602034	11	Jędrzejów - miasto	Świętokrzyskie	Małogoszcz - miasto	Świętokrzyskie
2602024	2602042	31	Jędrzejów - miasto	Świętokrzyskie	Nagłowice	Świętokrzyskie
2602024	2602064	49	Jędrzejów - miasto	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602024	2602065	10	Jędrzejów - miasto	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602024	2602082	22	Jędrzejów - miasto	Świętokrzyskie	Sobków	Świętokrzyskie
2602024	2602092	56	Jędrzejów - miasto	Świętokrzyskie	Wodzisław	Świętokrzyskie
2602024	2604034	22	Jędrzejów - miasto	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2602024	2604035	13	Jędrzejów - miasto	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2602024	2604142	14	Jędrzejów - miasto	Świętokrzyskie	Piekoszów	Świętokrzyskie
2602024	2604172	17	Jędrzejów - miasto	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2602024	2608044	25	Jędrzejów - miasto	Świętokrzyskie	Pińczów - miasto	Świętokrzyskie
2602024	2610011	16	Jędrzejów - miasto	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2602024	2613064	14	Jędrzejów - miasto	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602024	2661011	248	Jędrzejów - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2602025	0663011	21	Jędrzejów - obszar wiejski	Świętokrzyskie	Lublin	Lubelskie
2602025	1261011	25	Jędrzejów - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2602025	1465011	62	Jędrzejów - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2602025	1603011	12	Jędrzejów - obszar wiejski	Świętokrzyskie	Kędzierzyn-Koźle	Opolskie
2602025	2469011	10	Jędrzejów - obszar wiejski	Świętokrzyskie	Katowice	Śląskie
2602025	2602012	24	Jędrzejów - obszar wiejski	Świętokrzyskie	Imielno	Świętokrzyskie
2602025	2602024	701	Jędrzejów - obszar wiejski	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602025	2602035	18	Jędrzejów - obszar wiejski	Świętokrzyskie	Małogoszcz - obszar wiejski	Świętokrzyskie
2602025	2602042	24	Jędrzejów - obszar wiejski	Świętokrzyskie	Nagłowice	Świętokrzyskie
2602025	2602064	33	Jędrzejów - obszar wiejski	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602025	2602065	22	Jędrzejów - obszar wiejski	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602025	2602082	33	Jędrzejów - obszar wiejski	Świętokrzyskie	Sobków	Świętokrzyskie
2602025	2602092	38	Jędrzejów - obszar wiejski	Świętokrzyskie	Wodzisław	Świętokrzyskie
2602025	2604034	19	Jędrzejów - obszar wiejski	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2602025	2604035	16	Jędrzejów - obszar wiejski	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2602025	2604172	19	Jędrzejów - obszar wiejski	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2602025	2608044	10	Jędrzejów - obszar wiejski	Świętokrzyskie	Pińczów - miasto	Świętokrzyskie
2602025	2610011	18	Jędrzejów - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2602025	2613064	10	Jędrzejów - obszar wiejski	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602025	2661011	280	Jędrzejów - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2602034	1465011	16	Małogoszcz - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2602034	2602024	24	Małogoszcz - miasto	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602034	2602035	16	Małogoszcz - miasto	Świętokrzyskie	Małogoszcz - obszar wiejski	Świętokrzyskie
2602034	2604034	10	Małogoszcz - miasto	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2602034	2604172	17	Małogoszcz - miasto	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2602034	2613022	14	Małogoszcz - miasto	Świętokrzyskie	Krasocin	Świętokrzyskie
2602034	2613064	10	Małogoszcz - miasto	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602034	2661011	104	Małogoszcz - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2602035	0264011	16	Małogoszcz - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2602035	0663011	10	Małogoszcz - obszar wiejski	Świętokrzyskie	Lublin	Lubelskie
2602035	1465011	43	Małogoszcz - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2602035	2602024	65	Małogoszcz - obszar wiejski	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602035	2602025	13	Małogoszcz - obszar wiejski	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602035	2602034	143	Małogoszcz - obszar wiejski	Świętokrzyskie	Małogoszcz - miasto	Świętokrzyskie
2602035	2604034	15	Małogoszcz - obszar wiejski	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2602035	2604082	10	Małogoszcz - obszar wiejski	Świętokrzyskie	Łopuszno	Świętokrzyskie
2602035	2604142	13	Małogoszcz - obszar wiejski	Świętokrzyskie	Piekoszów	Świętokrzyskie
2602035	2604172	28	Małogoszcz - obszar wiejski	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2602035	2613022	19	Małogoszcz - obszar wiejski	Świętokrzyskie	Krasocin	Świętokrzyskie
2602035	2613064	54	Małogoszcz - obszar wiejski	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602035	2661011	168	Małogoszcz - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2602042	0664011	10	Nagłowice	Świętokrzyskie	Zamość	Lubelskie
2602042	1261011	13	Nagłowice	Świętokrzyskie	Kraków	Małopolskie
2602042	1465011	24	Nagłowice	Świętokrzyskie	Warszawa	Mazowieckie
2602042	2602024	104	Nagłowice	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602042	2602025	48	Nagłowice	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602042	2602064	39	Nagłowice	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602042	2602065	20	Nagłowice	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602042	2613064	28	Nagłowice	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602042	2661011	87	Nagłowice	Świętokrzyskie	Kielce	Świętokrzyskie
2602052	1465011	16	Oksa	Świętokrzyskie	Warszawa	Mazowieckie
2602052	2602024	60	Oksa	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602052	2602025	17	Oksa	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602052	2602034	21	Oksa	Świętokrzyskie	Małogoszcz - miasto	Świętokrzyskie
2602052	2602035	20	Oksa	Świętokrzyskie	Małogoszcz - obszar wiejski	Świętokrzyskie
2602052	2602042	15	Oksa	Świętokrzyskie	Nagłowice	Świętokrzyskie
2602052	2613064	115	Oksa	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2602052	2613065	16	Oksa	Świętokrzyskie	Włoszczowa - obszar wiejski	Świętokrzyskie
2602052	2661011	36	Oksa	Świętokrzyskie	Kielce	Świętokrzyskie
2602064	0663011	17	Sędziszów - miasto	Świętokrzyskie	Lublin	Lubelskie
2602064	0664011	44	Sędziszów - miasto	Świętokrzyskie	Zamość	Lubelskie
2602064	1208054	21	Sędziszów - miasto	Świętokrzyskie	Miechów - miasto	Małopolskie
2602064	1261011	144	Sędziszów - miasto	Świętokrzyskie	Kraków	Małopolskie
2602064	1465011	28	Sędziszów - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2602064	2475011	15	Sędziszów - miasto	Świętokrzyskie	Sosnowiec	Śląskie
2602064	2602024	42	Sędziszów - miasto	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602064	2602025	10	Sędziszów - miasto	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602064	2602065	70	Sędziszów - miasto	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602064	2602072	18	Sędziszów - miasto	Świętokrzyskie	Słupia	Świętokrzyskie
2602064	2602092	13	Sędziszów - miasto	Świętokrzyskie	Wodzisław	Świętokrzyskie
2602064	2661011	141	Sędziszów - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2602065	0663011	16	Sędziszów - obszar wiejski	Świętokrzyskie	Lublin	Lubelskie
2602065	0664011	47	Sędziszów - obszar wiejski	Świętokrzyskie	Zamość	Lubelskie
2602065	1261011	109	Sędziszów - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2602065	1465011	16	Sędziszów - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2602065	2602024	46	Sędziszów - obszar wiejski	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602065	2602025	21	Sędziszów - obszar wiejski	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602065	2602064	322	Sędziszów - obszar wiejski	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602065	2602072	22	Sędziszów - obszar wiejski	Świętokrzyskie	Słupia	Świętokrzyskie
2602065	2602092	11	Sędziszów - obszar wiejski	Świętokrzyskie	Wodzisław	Świętokrzyskie
2602065	2610011	13	Sędziszów - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2602065	2661011	159	Sędziszów - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2602072	0664011	10	Słupia	Świętokrzyskie	Zamość	Lubelskie
2602072	1261011	21	Słupia	Świętokrzyskie	Kraków	Małopolskie
2602072	2416084	33	Słupia	Świętokrzyskie	Szczekociny - miasto	Śląskie
2602072	2465011	14	Słupia	Świętokrzyskie	Dąbrowa Górnicza	Śląskie
2602072	2469011	13	Słupia	Świętokrzyskie	Katowice	Śląskie
2602072	2602024	10	Słupia	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602072	2602064	114	Słupia	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602072	2602065	21	Słupia	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602072	2661011	76	Słupia	Świętokrzyskie	Kielce	Świętokrzyskie
2602082	0264011	19	Sobków	Świętokrzyskie	Wrocław	Dolnośląskie
2602082	0663011	27	Sobków	Świętokrzyskie	Lublin	Lubelskie
2602082	1261011	25	Sobków	Świętokrzyskie	Kraków	Małopolskie
2602082	1465011	35	Sobków	Świętokrzyskie	Warszawa	Mazowieckie
2602082	2469011	11	Sobków	Świętokrzyskie	Katowice	Śląskie
2602082	2477011	21	Sobków	Świętokrzyskie	Tychy	Śląskie
2602082	2602024	81	Sobków	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602082	2602025	36	Sobków	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602082	2604034	36	Sobków	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2602082	2604035	40	Sobków	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2602082	2604122	33	Sobków	Świętokrzyskie	Morawica	Świętokrzyskie
2602082	2604142	11	Sobków	Świętokrzyskie	Piekoszów	Świętokrzyskie
2602082	2604172	104	Sobków	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2602082	2610011	15	Sobków	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2602082	2661011	490	Sobków	Świętokrzyskie	Kielce	Świętokrzyskie
2602092	1208054	12	Wodzisław	Świętokrzyskie	Miechów - miasto	Małopolskie
2602092	1261011	29	Wodzisław	Świętokrzyskie	Kraków	Małopolskie
2602092	1465011	16	Wodzisław	Świętokrzyskie	Warszawa	Mazowieckie
2602092	2602024	116	Wodzisław	Świętokrzyskie	Jędrzejów - miasto	Świętokrzyskie
2602092	2602025	16	Wodzisław	Świętokrzyskie	Jędrzejów - obszar wiejski	Świętokrzyskie
2602092	2602064	84	Wodzisław	Świętokrzyskie	Sędziszów - miasto	Świętokrzyskie
2602092	2602065	13	Wodzisław	Świętokrzyskie	Sędziszów - obszar wiejski	Świętokrzyskie
2602092	2608032	10	Wodzisław	Świętokrzyskie	Michałów	Świętokrzyskie
2602092	2608045	10	Wodzisław	Świętokrzyskie	Pińczów - obszar wiejski	Świętokrzyskie
2602092	2661011	62	Wodzisław	Świętokrzyskie	Kielce	Świętokrzyskie
2603012	1214022	15	Bejsce	Świętokrzyskie	Koszyce	Małopolskie
2603012	1219045	10	Bejsce	Świętokrzyskie	Niepołomice - obszar wiejski	Małopolskie
2603012	1261011	45	Bejsce	Świętokrzyskie	Kraków	Małopolskie
2603012	2603034	53	Bejsce	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603012	2603042	16	Bejsce	Świętokrzyskie	Opatowiec	Świętokrzyskie
2603012	2661011	28	Bejsce	Świętokrzyskie	Kielce	Świętokrzyskie
2603022	1261011	21	Czarnocin	Świętokrzyskie	Kraków	Małopolskie
2603022	2603034	55	Czarnocin	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603022	2661011	22	Czarnocin	Świętokrzyskie	Kielce	Świętokrzyskie
2603034	1214054	18	Kazimierza Wielka - miasto	Świętokrzyskie	Proszowice - miasto	Małopolskie
2603034	1261011	84	Kazimierza Wielka - miasto	Świętokrzyskie	Kraków	Małopolskie
2603034	2603022	16	Kazimierza Wielka - miasto	Świętokrzyskie	Czarnocin	Świętokrzyskie
2603034	2603035	18	Kazimierza Wielka - miasto	Świętokrzyskie	Kazimierza Wielka - obszar wiejski	Świętokrzyskie
2603034	2603054	12	Kazimierza Wielka - miasto	Świętokrzyskie	Skalbmierz - miasto	Świętokrzyskie
2603034	2661011	51	Kazimierza Wielka - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2603035	0264011	13	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2603035	1214012	16	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Koniusza	Małopolskie
2603035	1214022	14	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Koszyce	Małopolskie
2603035	1214054	41	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Proszowice - miasto	Małopolskie
2603035	1214055	13	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Proszowice - obszar wiejski	Małopolskie
2603035	1219044	11	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Niepołomice - miasto	Małopolskie
2603035	1261011	191	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2603035	1465011	14	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2603035	2601014	13	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Busko-Zdrój - miasto	Świętokrzyskie
2603035	2603012	12	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Bejsce	Świętokrzyskie
2603035	2603022	15	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Czarnocin	Świętokrzyskie
2603035	2603034	382	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603035	2603054	12	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Skalbmierz - miasto	Świętokrzyskie
2603035	2609011	19	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Sandomierz	Świętokrzyskie
2603035	2661011	123	Kazimierza Wielka - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2603042	1261011	20	Opatowiec	Świętokrzyskie	Kraków	Małopolskie
2603042	2601014	11	Opatowiec	Świętokrzyskie	Busko-Zdrój - miasto	Świętokrzyskie
2603042	2601032	18	Opatowiec	Świętokrzyskie	Nowy Korczyn	Świętokrzyskie
2603042	2603034	32	Opatowiec	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603042	2603035	11	Opatowiec	Świętokrzyskie	Kazimierza Wielka - obszar wiejski	Świętokrzyskie
2603042	2661011	19	Opatowiec	Świętokrzyskie	Kielce	Świętokrzyskie
2603054	1261011	15	Skalbmierz - miasto	Świętokrzyskie	Kraków	Małopolskie
2603054	2603034	10	Skalbmierz - miasto	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603055	1214012	13	Skalbmierz - obszar wiejski	Świętokrzyskie	Koniusza	Małopolskie
2603055	1214054	11	Skalbmierz - obszar wiejski	Świętokrzyskie	Proszowice - miasto	Małopolskie
2603055	1261011	50	Skalbmierz - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2603055	2603034	58	Skalbmierz - obszar wiejski	Świętokrzyskie	Kazimierza Wielka - miasto	Świętokrzyskie
2603055	2603054	46	Skalbmierz - obszar wiejski	Świętokrzyskie	Skalbmierz - miasto	Świętokrzyskie
2603055	2609011	52	Skalbmierz - obszar wiejski	Świętokrzyskie	Sandomierz	Świętokrzyskie
2603055	2661011	43	Skalbmierz - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2604012	0264011	15	Bieliny	Świętokrzyskie	Wrocław	Dolnośląskie
2604012	1261011	10	Bieliny	Świętokrzyskie	Kraków	Małopolskie
2604012	1465011	31	Bieliny	Świętokrzyskie	Warszawa	Mazowieckie
2604012	2477011	12	Bieliny	Świętokrzyskie	Tychy	Śląskie
2604012	2604062	23	Bieliny	Świętokrzyskie	Górno	Świętokrzyskie
2604012	2604072	13	Bieliny	Świętokrzyskie	Łagów	Świętokrzyskie
2604012	2604092	12	Bieliny	Świętokrzyskie	Masłów	Świętokrzyskie
2604012	2604122	15	Bieliny	Świętokrzyskie	Morawica	Świętokrzyskie
2604012	2604132	13	Bieliny	Świętokrzyskie	Nowa Słupia	Świętokrzyskie
2604012	2604142	17	Bieliny	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604012	2604172	13	Bieliny	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604012	2661011	636	Bieliny	Świętokrzyskie	Kielce	Świętokrzyskie
2604024	2604025	22	Bodzentyn - miasto	Świętokrzyskie	Bodzentyn - obszar wiejski	Świętokrzyskie
2604024	2604062	12	Bodzentyn - miasto	Świętokrzyskie	Górno	Świętokrzyskie
2604024	2610011	10	Bodzentyn - miasto	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604024	2611011	20	Bodzentyn - miasto	Świętokrzyskie	Starachowice	Świętokrzyskie
2604024	2661011	89	Bodzentyn - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2604025	0663011	13	Bodzentyn - obszar wiejski	Świętokrzyskie	Lublin	Lubelskie
2604025	1465011	33	Bodzentyn - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2604025	2477011	13	Bodzentyn - obszar wiejski	Świętokrzyskie	Tychy	Śląskie
2604025	2604024	120	Bodzentyn - obszar wiejski	Świętokrzyskie	Bodzentyn - miasto	Świętokrzyskie
2604025	2604062	19	Bodzentyn - obszar wiejski	Świętokrzyskie	Górno	Świętokrzyskie
2604025	2604122	13	Bodzentyn - obszar wiejski	Świętokrzyskie	Morawica	Świętokrzyskie
2604025	2604192	36	Bodzentyn - obszar wiejski	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604025	2610011	59	Bodzentyn - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604025	2610054	36	Bodzentyn - obszar wiejski	Świętokrzyskie	Suchedniów - miasto	Świętokrzyskie
2604025	2611011	56	Bodzentyn - obszar wiejski	Świętokrzyskie	Starachowice	Świętokrzyskie
2604025	2611042	12	Bodzentyn - obszar wiejski	Świętokrzyskie	Pawłów	Świętokrzyskie
2604025	2661011	355	Bodzentyn - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2604034	0264011	11	Chęciny - miasto	Świętokrzyskie	Wrocław	Dolnośląskie
2604034	1465011	20	Chęciny - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2604034	2604035	32	Chęciny - miasto	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2604034	2604102	15	Chęciny - miasto	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604034	2604122	15	Chęciny - miasto	Świętokrzyskie	Morawica	Świętokrzyskie
2604034	2604172	86	Chęciny - miasto	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604034	2661011	301	Chęciny - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2604035	0264011	38	Chęciny - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2604035	0663011	16	Chęciny - obszar wiejski	Świętokrzyskie	Lublin	Lubelskie
2604035	1261011	21	Chęciny - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2604035	1465011	64	Chęciny - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2604035	2464011	12	Chęciny - obszar wiejski	Świętokrzyskie	Częstochowa	Śląskie
2604035	2477011	16	Chęciny - obszar wiejski	Świętokrzyskie	Tychy	Śląskie
2604035	2602034	11	Chęciny - obszar wiejski	Świętokrzyskie	Małogoszcz - miasto	Świętokrzyskie
2604035	2604034	218	Chęciny - obszar wiejski	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604035	2604102	58	Chęciny - obszar wiejski	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604035	2604122	75	Chęciny - obszar wiejski	Świętokrzyskie	Morawica	Świętokrzyskie
2604035	2604142	24	Chęciny - obszar wiejski	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604035	2604172	199	Chęciny - obszar wiejski	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604035	2610011	13	Chęciny - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604035	2661011	738	Chęciny - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2604044	1465011	13	Chmielnik - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2604044	2601014	29	Chmielnik - miasto	Świętokrzyskie	Busko-Zdrój - miasto	Świętokrzyskie
2604044	2601015	10	Chmielnik - miasto	Świętokrzyskie	Busko-Zdrój - obszar wiejski	Świętokrzyskie
2604044	2601022	15	Chmielnik - miasto	Świętokrzyskie	Gnojno	Świętokrzyskie
2604044	2604045	19	Chmielnik - miasto	Świętokrzyskie	Chmielnik - obszar wiejski	Świętokrzyskie
2604044	2604122	23	Chmielnik - miasto	Świętokrzyskie	Morawica	Świętokrzyskie
2604044	2608044	12	Chmielnik - miasto	Świętokrzyskie	Pińczów - miasto	Świętokrzyskie
2604044	2612082	11	Chmielnik - miasto	Świętokrzyskie	Szydłów	Świętokrzyskie
2604044	2661011	99	Chmielnik - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2604045	1465011	14	Chmielnik - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2604045	2601014	67	Chmielnik - obszar wiejski	Świętokrzyskie	Busko-Zdrój - miasto	Świętokrzyskie
2604045	2601015	34	Chmielnik - obszar wiejski	Świętokrzyskie	Busko-Zdrój - obszar wiejski	Świętokrzyskie
2604045	2601022	10	Chmielnik - obszar wiejski	Świętokrzyskie	Gnojno	Świętokrzyskie
2604045	2601032	22	Chmielnik - obszar wiejski	Świętokrzyskie	Nowy Korczyn	Świętokrzyskie
2604045	2604044	241	Chmielnik - obszar wiejski	Świętokrzyskie	Chmielnik - miasto	Świętokrzyskie
2604045	2604102	11	Chmielnik - obszar wiejski	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604045	2604122	66	Chmielnik - obszar wiejski	Świętokrzyskie	Morawica	Świętokrzyskie
2604045	2604142	15	Chmielnik - obszar wiejski	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604045	2604152	17	Chmielnik - obszar wiejski	Świętokrzyskie	Pierzchnica	Świętokrzyskie
2604045	2608044	11	Chmielnik - obszar wiejski	Świętokrzyskie	Pińczów - miasto	Świętokrzyskie
2604045	2661011	198	Chmielnik - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2604054	2604055	17	Daleszyce - miasto	Świętokrzyskie	Daleszyce - obszar wiejski	Świętokrzyskie
2604054	2661011	134	Daleszyce - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2604055	0264011	29	Daleszyce - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2604055	1261011	14	Daleszyce - obszar wiejski	Świętokrzyskie	Kraków	Małopolskie
2604055	1465011	51	Daleszyce - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2604055	1820044	17	Daleszyce - obszar wiejski	Świętokrzyskie	Nowa Dęba - miasto	Podkarpackie
2604055	2469011	10	Daleszyce - obszar wiejski	Świętokrzyskie	Katowice	Śląskie
2604055	2477011	10	Daleszyce - obszar wiejski	Świętokrzyskie	Tychy	Śląskie
2604055	2604034	16	Daleszyce - obszar wiejski	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604055	2604054	101	Daleszyce - obszar wiejski	Świętokrzyskie	Daleszyce - miasto	Świętokrzyskie
2604055	2604062	22	Daleszyce - obszar wiejski	Świętokrzyskie	Górno	Świętokrzyskie
2604055	2604092	11	Daleszyce - obszar wiejski	Świętokrzyskie	Masłów	Świętokrzyskie
2604055	2604102	14	Daleszyce - obszar wiejski	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604055	2604122	36	Daleszyce - obszar wiejski	Świętokrzyskie	Morawica	Świętokrzyskie
2604055	2604142	29	Daleszyce - obszar wiejski	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604055	2604152	19	Daleszyce - obszar wiejski	Świętokrzyskie	Pierzchnica	Świętokrzyskie
2604055	2604172	10	Daleszyce - obszar wiejski	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604055	2604192	11	Daleszyce - obszar wiejski	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604055	2610011	18	Daleszyce - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604055	2661011	932	Daleszyce - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2604062	0264011	22	Górno	Świętokrzyskie	Wrocław	Dolnośląskie
2604062	1261011	11	Górno	Świętokrzyskie	Kraków	Małopolskie
2604062	1465011	71	Górno	Świętokrzyskie	Warszawa	Mazowieckie
2604062	2477011	12	Górno	Świętokrzyskie	Tychy	Śląskie
2604062	2604012	26	Górno	Świętokrzyskie	Bieliny	Świętokrzyskie
2604062	2604054	10	Górno	Świętokrzyskie	Daleszyce - miasto	Świętokrzyskie
2604062	2604055	12	Górno	Świętokrzyskie	Daleszyce - obszar wiejski	Świętokrzyskie
2604062	2604092	37	Górno	Świętokrzyskie	Masłów	Świętokrzyskie
2604062	2604122	20	Górno	Świętokrzyskie	Morawica	Świętokrzyskie
2604062	2604142	23	Górno	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604062	2604172	19	Górno	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
