number-of-people	living-municipality	living-voivodeship	working-municipality	working-voivodeship
10	Bolków - miasto	Dolnośląskie	Świdnica	Dolnośląskie
17	Bolków - miasto	Dolnośląskie	Świebodzice	Dolnośląskie
35	Bolków - miasto	Dolnośląskie	Dobromierz	Dolnośląskie
16	Bolków - miasto	Dolnośląskie	Strzegom - miasto	Dolnośląskie
26	Bolków - miasto	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
22	Bolków - miasto	Dolnośląskie	Kobierzyce	Dolnośląskie
43	Bolków - miasto	Dolnośląskie	Jelenia Góra	Dolnośląskie
10	Bolków - miasto	Dolnośląskie	Legnica	Dolnośląskie
62	Bolków - miasto	Dolnośląskie	Wrocław	Dolnośląskie
41	Bolków - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
71	Bolków - obszar wiejski	Dolnośląskie	Jawor	Dolnośląskie
143	Bolków - obszar wiejski	Dolnośląskie	Bolków - miasto	Dolnośląskie
16	Bolków - obszar wiejski	Dolnośląskie	Paszowice	Dolnośląskie
153	Bolków - obszar wiejski	Dolnośląskie	Janowice Wielkie	Dolnośląskie
21	Bolków - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
16	Bolków - obszar wiejski	Dolnośląskie	Świebodzice	Dolnośląskie
32	Bolków - obszar wiejski	Dolnośląskie	Dobromierz	Dolnośląskie
11	Bolków - obszar wiejski	Dolnośląskie	Strzegom - miasto	Dolnośląskie
21	Bolków - obszar wiejski	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
14	Bolków - obszar wiejski	Dolnośląskie	Kobierzyce	Dolnośląskie
77	Bolków - obszar wiejski	Dolnośląskie	Jelenia Góra	Dolnośląskie
13	Bolków - obszar wiejski	Dolnośląskie	Legnica	Dolnośląskie
58	Bolków - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
51	Bolków - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
300	Męcinka	Dolnośląskie	Jawor	Dolnośląskie
13	Męcinka	Dolnośląskie	Paszowice	Dolnośląskie
35	Męcinka	Dolnośląskie	Legnickie Pole	Dolnośląskie
12	Męcinka	Dolnośląskie	Lubin	Dolnośląskie
13	Męcinka	Dolnośląskie	Polkowice - miasto	Dolnośląskie
10	Męcinka	Dolnośląskie	Dobromierz	Dolnośląskie
13	Męcinka	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
17	Męcinka	Dolnośląskie	Złotoryja	Dolnośląskie
163	Męcinka	Dolnośląskie	Legnica	Dolnośląskie
59	Męcinka	Dolnośląskie	Wrocław	Dolnośląskie
15	Męcinka	Dolnośląskie	Wałbrzych	Dolnośląskie
11	Męcinka	Dolnośląskie	Warszawa	Mazowieckie
13	Męcinka	Dolnośląskie	Dopiewo	Wielkopolskie
229	Mściwojów	Dolnośląskie	Jawor	Dolnośląskie
10	Mściwojów	Dolnośląskie	Męcinka	Dolnośląskie
11	Mściwojów	Dolnośląskie	Paszowice	Dolnośląskie
29	Mściwojów	Dolnośląskie	Legnickie Pole	Dolnośląskie
34	Mściwojów	Dolnośląskie	Strzegom - miasto	Dolnośląskie
43	Mściwojów	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
19	Mściwojów	Dolnośląskie	Kobierzyce	Dolnośląskie
67	Mściwojów	Dolnośląskie	Legnica	Dolnośląskie
58	Mściwojów	Dolnośląskie	Wrocław	Dolnośląskie
12	Mściwojów	Dolnośląskie	Warszawa	Mazowieckie
260	Paszowice	Dolnośląskie	Jawor	Dolnośląskie
14	Paszowice	Dolnośląskie	Bolków - miasto	Dolnośląskie
11	Paszowice	Dolnośląskie	Męcinka	Dolnośląskie
12	Paszowice	Dolnośląskie	Mściwojów	Dolnośląskie
18	Paszowice	Dolnośląskie	Legnickie Pole	Dolnośląskie
16	Paszowice	Dolnośląskie	Dobromierz	Dolnośląskie
11	Paszowice	Dolnośląskie	Strzegom - miasto	Dolnośląskie
25	Paszowice	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
14	Paszowice	Dolnośląskie	Kobierzyce	Dolnośląskie
57	Paszowice	Dolnośląskie	Legnica	Dolnośląskie
61	Paszowice	Dolnośląskie	Wrocław	Dolnośląskie
13	Paszowice	Dolnośląskie	Warszawa	Mazowieckie
70	Wądroże Wielkie	Dolnośląskie	Jawor	Dolnośląskie
70	Wądroże Wielkie	Dolnośląskie	Legnickie Pole	Dolnośląskie
14	Wądroże Wielkie	Dolnośląskie	Ruja	Dolnośląskie
14	Wądroże Wielkie	Dolnośląskie	Lubin	Dolnośląskie
21	Wądroże Wielkie	Dolnośląskie	Miękinia	Dolnośląskie
15	Wądroże Wielkie	Dolnośląskie	Środa Śląska - miasto	Dolnośląskie
18	Wądroże Wielkie	Dolnośląskie	Środa Śląska - obszar wiejski	Dolnośląskie
12	Wądroże Wielkie	Dolnośląskie	Udanin	Dolnośląskie
21	Wądroże Wielkie	Dolnośląskie	Strzegom - miasto	Dolnośląskie
63	Wądroże Wielkie	Dolnośląskie	Kobierzyce	Dolnośląskie
108	Wądroże Wielkie	Dolnośląskie	Legnica	Dolnośląskie
61	Wądroże Wielkie	Dolnośląskie	Wrocław	Dolnośląskie
13	Wądroże Wielkie	Dolnośląskie	Wałbrzych	Dolnośląskie
28	Wądroże Wielkie	Dolnośląskie	Rawicz - obszar wiejski	Wielkopolskie
33	Karpacz	Dolnośląskie	Kowary	Dolnośląskie
14	Karpacz	Dolnośląskie	Mysłakowice	Dolnośląskie
32	Karpacz	Dolnośląskie	Podgórzyn	Dolnośląskie
78	Karpacz	Dolnośląskie	Jelenia Góra	Dolnośląskie
25	Karpacz	Dolnośląskie	Wrocław	Dolnośląskie
127	Kowary	Dolnośląskie	Karpacz	Dolnośląskie
35	Kowary	Dolnośląskie	Janowice Wielkie	Dolnośląskie
10	Kowary	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
101	Kowary	Dolnośląskie	Mysłakowice	Dolnośląskie
44	Kowary	Dolnośląskie	Podgórzyn	Dolnośląskie
13	Kowary	Dolnośląskie	Kamienna Góra	Dolnośląskie
294	Kowary	Dolnośląskie	Jelenia Góra	Dolnośląskie
10	Kowary	Dolnośląskie	Legnica	Dolnośląskie
86	Kowary	Dolnośląskie	Wrocław	Dolnośląskie
14	Kowary	Dolnośląskie	Wałbrzych	Dolnośląskie
56	Kowary	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
16	Kowary	Dolnośląskie	Warszawa	Mazowieckie
20	Kowary	Dolnośląskie	Rewal	Zachodniopomorskie
15	Piechowice	Dolnośląskie	Karpacz	Dolnośląskie
32	Piechowice	Dolnośląskie	Kowary	Dolnośląskie
91	Piechowice	Dolnośląskie	Szklarska Poręba	Dolnośląskie
14	Piechowice	Dolnośląskie	Mysłakowice	Dolnośląskie
19	Piechowice	Dolnośląskie	Podgórzyn	Dolnośląskie
13	Piechowice	Dolnośląskie	Stara Kamienica	Dolnośląskie
335	Piechowice	Dolnośląskie	Jelenia Góra	Dolnośląskie
14	Piechowice	Dolnośląskie	Legnica	Dolnośląskie
68	Piechowice	Dolnośląskie	Wrocław	Dolnośląskie
10	Piechowice	Dolnośląskie	Katowice	Śląskie
11	Szklarska Poręba	Dolnośląskie	Kowary	Dolnośląskie
32	Szklarska Poręba	Dolnośląskie	Piechowice	Dolnośląskie
10	Szklarska Poręba	Dolnośląskie	Mysłakowice	Dolnośląskie
12	Szklarska Poręba	Dolnośląskie	Stara Kamienica	Dolnośląskie
12	Szklarska Poręba	Dolnośląskie	Kłodzko	Dolnośląskie
102	Szklarska Poręba	Dolnośląskie	Jelenia Góra	Dolnośląskie
27	Szklarska Poręba	Dolnośląskie	Wrocław	Dolnośląskie
26	Janowice Wielkie	Dolnośląskie	Kowary	Dolnośląskie
40	Janowice Wielkie	Dolnośląskie	Mysłakowice	Dolnośląskie
265	Janowice Wielkie	Dolnośląskie	Jelenia Góra	Dolnośląskie
63	Janowice Wielkie	Dolnośląskie	Wrocław	Dolnośląskie
41	Jeżów Sudecki	Dolnośląskie	Kowary	Dolnośląskie
33	Jeżów Sudecki	Dolnośląskie	Janowice Wielkie	Dolnośląskie
22	Jeżów Sudecki	Dolnośląskie	Mysłakowice	Dolnośląskie
12	Jeżów Sudecki	Dolnośląskie	Podgórzyn	Dolnośląskie
28	Jeżów Sudecki	Dolnośląskie	Stara Kamienica	Dolnośląskie
512	Jeżów Sudecki	Dolnośląskie	Jelenia Góra	Dolnośląskie
11	Jeżów Sudecki	Dolnośląskie	Legnica	Dolnośląskie
123	Jeżów Sudecki	Dolnośląskie	Wrocław	Dolnośląskie
19	Jeżów Sudecki	Dolnośląskie	Warszawa	Mazowieckie
65	Mysłakowice	Dolnośląskie	Karpacz	Dolnośląskie
118	Mysłakowice	Dolnośląskie	Kowary	Dolnośląskie
10	Mysłakowice	Dolnośląskie	Szklarska Poręba	Dolnośląskie
75	Mysłakowice	Dolnośląskie	Janowice Wielkie	Dolnośląskie
14	Mysłakowice	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
56	Mysłakowice	Dolnośląskie	Podgórzyn	Dolnośląskie
565	Mysłakowice	Dolnośląskie	Jelenia Góra	Dolnośląskie
106	Mysłakowice	Dolnośląskie	Wrocław	Dolnośląskie
11	Mysłakowice	Dolnośląskie	Wałbrzych	Dolnośląskie
16	Mysłakowice	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
18	Mysłakowice	Dolnośląskie	Warszawa	Mazowieckie
17	Mysłakowice	Dolnośląskie	Rewal	Zachodniopomorskie
119	Podgórzyn	Dolnośląskie	Karpacz	Dolnośląskie
53	Podgórzyn	Dolnośląskie	Kowary	Dolnośląskie
30	Podgórzyn	Dolnośląskie	Piechowice	Dolnośląskie
15	Podgórzyn	Dolnośląskie	Szklarska Poręba	Dolnośląskie
28	Podgórzyn	Dolnośląskie	Janowice Wielkie	Dolnośląskie
10	Podgórzyn	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
74	Podgórzyn	Dolnośląskie	Mysłakowice	Dolnośląskie
436	Podgórzyn	Dolnośląskie	Jelenia Góra	Dolnośląskie
13	Podgórzyn	Dolnośląskie	Legnica	Dolnośląskie
81	Podgórzyn	Dolnośląskie	Wrocław	Dolnośląskie
11	Podgórzyn	Dolnośląskie	Wałbrzych	Dolnośląskie
19	Podgórzyn	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
20	Podgórzyn	Dolnośląskie	Warszawa	Mazowieckie
11	Podgórzyn	Dolnośląskie	Rewal	Zachodniopomorskie
29	Stara Kamienica	Dolnośląskie	Kowary	Dolnośląskie
89	Stara Kamienica	Dolnośląskie	Piechowice	Dolnośląskie
17	Stara Kamienica	Dolnośląskie	Szklarska Poręba	Dolnośląskie
31	Stara Kamienica	Dolnośląskie	Janowice Wielkie	Dolnośląskie
13	Stara Kamienica	Dolnośląskie	Mysłakowice	Dolnośląskie
14	Stara Kamienica	Dolnośląskie	Podgórzyn	Dolnośląskie
314	Stara Kamienica	Dolnośląskie	Jelenia Góra	Dolnośląskie
70	Stara Kamienica	Dolnośląskie	Wrocław	Dolnośląskie
12	Stara Kamienica	Dolnośląskie	Wałbrzych	Dolnośląskie
11	Stara Kamienica	Dolnośląskie	Warszawa	Mazowieckie
11	Kamienna Góra	Dolnośląskie	Szklarska Poręba	Dolnośląskie
70	Kamienna Góra	Dolnośląskie	Janowice Wielkie	Dolnośląskie
390	Kamienna Góra	Dolnośląskie	Kamienna Góra	Dolnośląskie
79	Kamienna Góra	Dolnośląskie	Lubawka - miasto	Dolnośląskie
49	Kamienna Góra	Dolnośląskie	Marciszów	Dolnośląskie
46	Kamienna Góra	Dolnośląskie	Czarny Bór	Dolnośląskie
79	Kamienna Góra	Dolnośląskie	Jelenia Góra	Dolnośląskie
13	Kamienna Góra	Dolnośląskie	Legnica	Dolnośląskie
125	Kamienna Góra	Dolnośląskie	Wrocław	Dolnośląskie
230	Kamienna Góra	Dolnośląskie	Wałbrzych	Dolnośląskie
20	Kamienna Góra	Dolnośląskie	Warszawa	Mazowieckie
30	Kamienna Góra	Dolnośląskie	Szklarska Poręba	Dolnośląskie
23	Kamienna Góra	Dolnośląskie	Janowice Wielkie	Dolnośląskie
664	Kamienna Góra	Dolnośląskie	Kamienna Góra	Dolnośląskie
95	Kamienna Góra	Dolnośląskie	Lubawka - miasto	Dolnośląskie
16	Kamienna Góra	Dolnośląskie	Lubawka - obszar wiejski	Dolnośląskie
26	Kamienna Góra	Dolnośląskie	Marciszów	Dolnośląskie
12	Kamienna Góra	Dolnośląskie	Chocianów - obszar wiejski	Dolnośląskie
19	Kamienna Góra	Dolnośląskie	Czarny Bór	Dolnośląskie
38	Kamienna Góra	Dolnośląskie	Jelenia Góra	Dolnośląskie
93	Kamienna Góra	Dolnośląskie	Wrocław	Dolnośląskie
130	Kamienna Góra	Dolnośląskie	Wałbrzych	Dolnośląskie
10	Kamienna Góra	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
22	Lubawka - miasto	Dolnośląskie	Janowice Wielkie	Dolnośląskie
201	Lubawka - miasto	Dolnośląskie	Kamienna Góra	Dolnośląskie
101	Lubawka - miasto	Dolnośląskie	Kamienna Góra	Dolnośląskie
24	Lubawka - miasto	Dolnośląskie	Lubawka - obszar wiejski	Dolnośląskie
10	Lubawka - miasto	Dolnośląskie	Lwówek Śląski - miasto	Dolnośląskie
31	Lubawka - miasto	Dolnośląskie	Jelenia Góra	Dolnośląskie
61	Lubawka - miasto	Dolnośląskie	Wrocław	Dolnośląskie
34	Lubawka - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
12	Lubawka - obszar wiejski	Dolnośląskie	Kowary	Dolnośląskie
20	Lubawka - obszar wiejski	Dolnośląskie	Janowice Wielkie	Dolnośląskie
220	Lubawka - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
158	Lubawka - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
211	Lubawka - obszar wiejski	Dolnośląskie	Lubawka - miasto	Dolnośląskie
25	Lubawka - obszar wiejski	Dolnośląskie	Jelenia Góra	Dolnośląskie
61	Lubawka - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
39	Lubawka - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
12	Marciszów	Dolnośląskie	Jawor	Dolnośląskie
119	Marciszów	Dolnośląskie	Janowice Wielkie	Dolnośląskie
169	Marciszów	Dolnośląskie	Kamienna Góra	Dolnośląskie
17	Marciszów	Dolnośląskie	Kamienna Góra	Dolnośląskie
11	Marciszów	Dolnośląskie	Polkowice - miasto	Dolnośląskie
17	Marciszów	Dolnośląskie	Czarny Bór	Dolnośląskie
10	Marciszów	Dolnośląskie	Stare Bogaczowice	Dolnośląskie
106	Marciszów	Dolnośląskie	Jelenia Góra	Dolnośląskie
10	Marciszów	Dolnośląskie	Legnica	Dolnośląskie
54	Marciszów	Dolnośląskie	Wrocław	Dolnośląskie
63	Marciszów	Dolnośląskie	Wałbrzych	Dolnośląskie
28	Duszniki-Zdrój	Dolnośląskie	Kłodzko	Dolnośląskie
20	Duszniki-Zdrój	Dolnośląskie	Kudowa-Zdrój	Dolnośląskie
51	Duszniki-Zdrój	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
13	Duszniki-Zdrój	Dolnośląskie	Szczytna - miasto	Dolnośląskie
28	Duszniki-Zdrój	Dolnośląskie	Wrocław	Dolnośląskie
10	Duszniki-Zdrój	Dolnośląskie	Wałbrzych	Dolnośląskie
14	Kłodzko	Dolnośląskie	Dzierżoniów	Dolnośląskie
12	Kłodzko	Dolnośląskie	Duszniki-Zdrój	Dolnośląskie
47	Kłodzko	Dolnośląskie	Nowa Ruda	Dolnośląskie
189	Kłodzko	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
37	Kłodzko	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
12	Kłodzko	Dolnośląskie	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie
242	Kłodzko	Dolnośląskie	Kłodzko	Dolnośląskie
18	Kłodzko	Dolnośląskie	Nowa Ruda	Dolnośląskie
97	Kłodzko	Dolnośląskie	Radków - obszar wiejski	Dolnośląskie
13	Kłodzko	Dolnośląskie	Szczytna - miasto	Dolnośląskie
12	Kłodzko	Dolnośląskie	Świdnica	Dolnośląskie
29	Kłodzko	Dolnośląskie	Kobierzyce	Dolnośląskie
20	Kłodzko	Dolnośląskie	Ząbkowice Śląskie - miasto	Dolnośląskie
170	Kłodzko	Dolnośląskie	Wrocław	Dolnośląskie
27	Kłodzko	Dolnośląskie	Wałbrzych	Dolnośląskie
38	Kłodzko	Dolnośląskie	Warszawa	Mazowieckie
17	Kłodzko	Dolnośląskie	Opole	Opolskie
11	Kłodzko	Dolnośląskie	Tarnowskie Góry	Śląskie
20	Kudowa-Zdrój	Dolnośląskie	Duszniki-Zdrój	Dolnośląskie
28	Kudowa-Zdrój	Dolnośląskie	Kłodzko	Dolnośląskie
43	Kudowa-Zdrój	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
21	Kudowa-Zdrój	Dolnośląskie	Lewin Kłodzki	Dolnośląskie
36	Kudowa-Zdrój	Dolnośląskie	Wrocław	Dolnośląskie
33	Nowa Ruda	Dolnośląskie	Dzierżoniów	Dolnośląskie
276	Nowa Ruda	Dolnośląskie	Kłodzko	Dolnośląskie
43	Nowa Ruda	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
26	Nowa Ruda	Dolnośląskie	Kłodzko	Dolnośląskie
321	Nowa Ruda	Dolnośląskie	Nowa Ruda	Dolnośląskie
19	Nowa Ruda	Dolnośląskie	Radków - miasto	Dolnośląskie
101	Nowa Ruda	Dolnośląskie	Radków - obszar wiejski	Dolnośląskie
25	Nowa Ruda	Dolnośląskie	Polkowice - obszar wiejski	Dolnośląskie
154	Nowa Ruda	Dolnośląskie	Kobierzyce	Dolnośląskie
10	Nowa Ruda	Dolnośląskie	Stoszowice	Dolnośląskie
12	Nowa Ruda	Dolnośląskie	Legnica	Dolnośląskie
167	Nowa Ruda	Dolnośląskie	Wrocław	Dolnośląskie
145	Nowa Ruda	Dolnośląskie	Wałbrzych	Dolnośląskie
38	Nowa Ruda	Dolnośląskie	Warszawa	Mazowieckie
10	Nowa Ruda	Dolnośląskie	Poznań	Wielkopolskie
23	Polanica-Zdrój	Dolnośląskie	Duszniki-Zdrój	Dolnośląskie
119	Polanica-Zdrój	Dolnośląskie	Kłodzko	Dolnośląskie
18	Polanica-Zdrój	Dolnośląskie	Kłodzko	Dolnośląskie
15	Polanica-Zdrój	Dolnośląskie	Szczytna - miasto	Dolnośląskie
48	Polanica-Zdrój	Dolnośląskie	Wrocław	Dolnośląskie
10	Polanica-Zdrój	Dolnośląskie	Wałbrzych	Dolnośląskie
148	Bystrzyca Kłodzka - miasto	Dolnośląskie	Kłodzko	Dolnośląskie
33	Bystrzyca Kłodzka - miasto	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
86	Bystrzyca Kłodzka - miasto	Dolnośląskie	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie
28	Bystrzyca Kłodzka - miasto	Dolnośląskie	Kłodzko	Dolnośląskie
24	Bystrzyca Kłodzka - miasto	Dolnośląskie	Lądek-Zdrój - miasto	Dolnośląskie
10	Bystrzyca Kłodzka - miasto	Dolnośląskie	Międzylesie - obszar wiejski	Dolnośląskie
77	Bystrzyca Kłodzka - miasto	Dolnośląskie	Wrocław	Dolnośląskie
17	Bystrzyca Kłodzka - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
15	Bystrzyca Kłodzka - miasto	Dolnośląskie	Warszawa	Mazowieckie
12	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Duszniki-Zdrój	Dolnośląskie
182	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Kłodzko	Dolnośląskie
64	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
481	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
25	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Kłodzko	Dolnośląskie
14	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Lądek-Zdrój - miasto	Dolnośląskie
19	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Międzylesie - miasto	Dolnośląskie
14	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Międzylesie - obszar wiejski	Dolnośląskie
94	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
24	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
15	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie	Warszawa	Mazowieckie
10	Kłodzko	Dolnośląskie	Dzierżoniów	Dolnośląskie
1267	Kłodzko	Dolnośląskie	Kłodzko	Dolnośląskie
49	Kłodzko	Dolnośląskie	Nowa Ruda	Dolnośląskie
159	Kłodzko	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
31	Kłodzko	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
19	Kłodzko	Dolnośląskie	Lądek-Zdrój - miasto	Dolnośląskie
10	Kłodzko	Dolnośląskie	Lądek-Zdrój - obszar wiejski	Dolnośląskie
19	Kłodzko	Dolnośląskie	Nowa Ruda	Dolnośląskie
56	Kłodzko	Dolnośląskie	Radków - obszar wiejski	Dolnośląskie
20	Kłodzko	Dolnośląskie	Kobierzyce	Dolnośląskie
18	Kłodzko	Dolnośląskie	Ząbkowice Śląskie - miasto	Dolnośląskie
276	Kłodzko	Dolnośląskie	Wrocław	Dolnośląskie
63	Kłodzko	Dolnośląskie	Wałbrzych	Dolnośląskie
19	Kłodzko	Dolnośląskie	Skrzyszów	Małopolskie
46	Kłodzko	Dolnośląskie	Warszawa	Mazowieckie
49	Lądek-Zdrój - miasto	Dolnośląskie	Kłodzko	Dolnośląskie
11	Lądek-Zdrój - miasto	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
38	Lądek-Zdrój - miasto	Dolnośląskie	Stronie Śląskie - miasto	Dolnośląskie
21	Lądek-Zdrój - miasto	Dolnośląskie	Stronie Śląskie - obszar wiejski	Dolnośląskie
14	Lądek-Zdrój - miasto	Dolnośląskie	Kobierzyce	Dolnośląskie
30	Lądek-Zdrój - miasto	Dolnośląskie	Wrocław	Dolnośląskie
37	Lądek-Zdrój - miasto	Dolnośląskie	Warszawa	Mazowieckie
59	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Kłodzko	Dolnośląskie
27	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Kłodzko	Dolnośląskie
114	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Lądek-Zdrój - miasto	Dolnośląskie
18	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Stronie Śląskie - miasto	Dolnośląskie
32	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
23	Lądek-Zdrój - obszar wiejski	Dolnośląskie	Warszawa	Mazowieckie
18	Lewin Kłodzki	Dolnośląskie	Kłodzko	Dolnośląskie
47	Lewin Kłodzki	Dolnośląskie	Kudowa-Zdrój	Dolnośląskie
13	Lewin Kłodzki	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
10	Lewin Kłodzki	Dolnośląskie	Sulików	Dolnośląskie
11	Lewin Kłodzki	Dolnośląskie	Wrocław	Dolnośląskie
12	Międzylesie - miasto	Dolnośląskie	Kłodzko	Dolnośląskie
24	Międzylesie - miasto	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
15	Międzylesie - miasto	Dolnośląskie	Międzylesie - obszar wiejski	Dolnośląskie
32	Międzylesie - miasto	Dolnośląskie	Wrocław	Dolnośląskie
17	Międzylesie - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
41	Międzylesie - obszar wiejski	Dolnośląskie	Kłodzko	Dolnośląskie
93	Międzylesie - obszar wiejski	Dolnośląskie	Bystrzyca Kłodzka - miasto	Dolnośląskie
40	Międzylesie - obszar wiejski	Dolnośląskie	Bystrzyca Kłodzka - obszar wiejski	Dolnośląskie
11	Międzylesie - obszar wiejski	Dolnośląskie	Lądek-Zdrój - miasto	Dolnośląskie
132	Międzylesie - obszar wiejski	Dolnośląskie	Międzylesie - miasto	Dolnośląskie
51	Międzylesie - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
12	Międzylesie - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
35	Nowa Ruda	Dolnośląskie	Dzierżoniów	Dolnośląskie
191	Nowa Ruda	Dolnośląskie	Kłodzko	Dolnośląskie
397	Nowa Ruda	Dolnośląskie	Nowa Ruda	Dolnośląskie
19	Nowa Ruda	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
20	Nowa Ruda	Dolnośląskie	Kłodzko	Dolnośląskie
44	Nowa Ruda	Dolnośląskie	Radków - obszar wiejski	Dolnośląskie
10	Nowa Ruda	Dolnośląskie	Lubin	Dolnośląskie
14	Nowa Ruda	Dolnośląskie	Polkowice - obszar wiejski	Dolnośląskie
63	Nowa Ruda	Dolnośląskie	Kobierzyce	Dolnośląskie
12	Nowa Ruda	Dolnośląskie	Złotoryja	Dolnośląskie
171	Nowa Ruda	Dolnośląskie	Wrocław	Dolnośląskie
90	Nowa Ruda	Dolnośląskie	Wałbrzych	Dolnośląskie
19	Nowa Ruda	Dolnośląskie	Warszawa	Mazowieckie
27	Radków - miasto	Dolnośląskie	Kłodzko	Dolnośląskie
16	Radków - miasto	Dolnośląskie	Nowa Ruda	Dolnośląskie
24	Radków - miasto	Dolnośląskie	Polanica-Zdrój	Dolnośląskie
26	Radków - miasto	Dolnośląskie	Radków - obszar wiejski	Dolnośląskie
22	Radków - miasto	Dolnośląskie	Wrocław	Dolnośląskie
14	Radków - obszar wiejski	Dolnośląskie	Dzierżoniów	Dolnośląskie
